Traditional,Simplified,Eng.Tran.,Length,Pinyin,Pinyin.Input,WCount,W.million,log10W,W-CD,W-CD%,log10CD,Dominant.PoS,Dominant.PoS.Freq,All.PoS,All.PoS.Freq
還是,还是,or/still/nevertheless,2,hai2 shi4,huanshi,19998,596.13,4.301,5607,89.81,3.7487,c,8583,.c.d.v.,.8583.7565.3850.
行,行,a row/series/age order (of brothers)/profession/professional/relating to company; to walk/to go/to travel/a visit/temporary/makeshift/current/in circulation/to do/to perform/capable/competent/effective/all right/OK!/will do; behavior/conduct,1,hang2/hang4/heng2/xing2,xing,26032,776,4.4155,5602,89.73,3.7483,v,22447,.v.g.q.a.n.,.22447.2133.1185.189.78.
那些,那些,those,2,na4 xie1,naxie,26450,788.46,4.4224,5594,89.6,3.7477,r,26450,.r.,.26450.
幾,几,almost/small table; how much/how many/several/a few,1,ji1/ji3,ji,22431,668.65,4.3508,5590,89.54,3.7474,m,22426,.m.d.,.22426.5.
們,们,plural marker for pronouns and a small number of animate nouns,1,men5,men,39958,1191.12,4.6016,5590,89.54,3.7474,k,39958,.k.,.39958.
請,请,to ask/to invite/please (do sth)/to treat (to a meal etc)/to request,1,qing3,qing,30598,912.11,4.4857,5588,89.51,3.7473,v,30598,.v.,.30598.
年,年,year,1,nian2,nian,30648,913.6,4.4864,5578,89.35,3.7465,qt,23830,.qt.t.n.,.23830.6737.81.
是的,是的,yes,2,shi4 de5,shide,44210,1317.87,4.6455,5568,89.19,3.7457,v,44210,.v.,.44210.
比,比,"(particle used for comparison and ""-er than"")/to compare/to contrast/to gesture (with hands)/ratio/abbr. for Belgium 比利fB|比利时; associate with/be near",1,bi3,bi,21371,637.06,4.3298,5555,88.98,3.7447,p,20097,.p.v.n.b.,.20097.829.327.118.
起,起,"to rise/to raise/to get up/to set out/to start/to appear/to launch/to initiate (action)/to draft/to establish/to get (from a depot or counter)/verb suffix, to start/(before place or time) starting from/classifier for occurrences or unpredictable events: case, instance/classifier for groups: batch, group",1,qi3,qi,20231,603.07,4.306,5545,88.82,3.7439,v,14150,.v.q.f.,.14150.5086.995.
地方,地方,region/regional (away from the central administration); area/place/space/room/territory/part/respect,2,di4 fang5,difang,23358,696.29,4.3684,5538,88.71,3.7434,n,23358,.n.,.23358.
出來,出来,to come out/to emerge,2,chu1 lai2,chulai,20938,624.15,4.3209,5532,88.61,3.7429,v,20938,.v.,.20938.
后,后,back/behind/rear/afterwards/after/later; empress/queen/surname Hou,1,hou4,hou,22018,656.34,4.3428,5508,88.23,3.741,f,21996,.f.g.t.,.21996.21.1.
今天,今天,today/at the present/now,2,jin1 tian1,jintian,24750,737.78,4.3936,5484,87.84,3.7391,t,24750,.t.,.24750.
回來,回来,return/come back,2,hui2 lai5,huilai,22423,668.42,4.3507,5483,87.83,3.739,v,22423,.v.,.22423.
明白,明白,clear/obvious/unequivocal/to understand/to realize,2,ming2 bai5,mingbai,24744,737.6,4.3935,5475,87.7,3.7384,v,23603,.v.a.an.,.23603.995.146.
朋友,朋友,friend,2,peng2 you5,pengyou,26017,775.55,4.4153,5439,87.12,3.7355,n,26017,.n.,.26017.
哦,哦,to chant; oh is that so,1,e2/o2/o4/wo2/wo4,o,69380,2068.17,4.8412,5428,86.95,3.7346,o,41180,.o.e.,.41180.28200.
正,正,Chinese 1st month of year; just (right)/main/upright/straight/correct/positive/greater than zero/principle,1,zheng1/zheng4,zheng,19536,582.36,4.2908,5406,86.59,3.7329,d,19175,.d.b.a.v.,.19175.266.88.7.
些,些,some/few/several/(a measure word),1,xie1,xie,21286,634.52,4.3281,5399,86.48,3.7323,q,21286,.q.,.21286.
發生,发生,to happen/to occur/to take place/to break out,2,fa1 sheng1,fasheng,22602,673.75,4.3541,5395,86.42,3.732,v,22411,.v.vn.,.22411.191.
隻是,只是,merely/simply/only/but,2,zhi3 shi4,zhishi,21213,632.35,4.3266,5389,86.32,3.7315,d,18667,.d.c.v.,.18667.1941.605.
事情,事情,affair/matter/thing/business,2,shi4 qing2,shiqing,28176,839.91,4.4499,5367,85.97,3.7297,n,28176,.n.,.28176.
准備,准备,preparation/prepare,2,zhun3 bei4,zhunbei,22202,661.83,4.3464,5365,85.94,3.7296,v,20976,.v.vn.,.20976.1226.
放,放,to release/to free/to let go/to put/to place/to let out/to set off (fireworks),1,fang4,fang,19099,569.33,4.281,5341,85.55,3.7276,v,19099,.v.,.19099.
一點,一点,a bit/a little/one dot/one point,2,yi1 dian3,yidian,20342,606.38,4.3084,5326,85.31,3.7264,mq,20034,.mq.t.,.20034.308.
一切,一切,everything,2,yi1 qie4,yiqie,21709,647.13,4.3366,5326,85.31,3.7264,r,21709,.r.,.21709.
哪,哪,"how/which; (particle equivalent to 啊 after noun ending in -n); which? (interrogative, followed by classifier or numeral-classifier)",1,na3/na5/nai3/ne2/nei3,na,26385,786.52,4.4214,5326,85.31,3.7264,r,23499,.r.y.,.23499.2886.
愛,爱,to love/affection/to be fond of/to like,1,ai4,ai,31122,927.73,4.4931,5314,85.12,3.7254,v,29380,.v.vn.b.,.29380.1729.13.
時,时,o'clock/time/when/hour/season/period/surname Shi,1,shi2,shi,23472,699.69,4.3706,5304,84.96,3.7246,g,23414,.g.t.,.23414.58.
意思,意思,idea/opinion/meaning/wish/desire,2,yi4 si5,yisi,19239,573.5,4.2842,5301,84.91,3.7244,n,19217,.n.v.,.19217.22.
工作,工作,job/work/construction/task,2,gong1 zuo4,gongzuo,30191,899.97,4.4799,5295,84.81,3.7239,vn,26389,.vn.v.n.,.26389.3767.35.
為了,为了,in order to/for the purpose of/so as to,2,wei4 le5,weiliao,18274,544.74,4.2618,5293,84.78,3.7237,p,18185,.p.v.,.18185.89.
問,问,to ask,1,wen4,wen,20455,609.75,4.3108,5286,84.67,3.7231,v,20440,.v.g.vn.,.20440.9.6.
怎麼樣,怎么样,how?/how about?/how was it?/how are things?,3,zen3 me5 yang4,zenmeyang,20986,625.58,4.3219,5278,84.54,3.7225,r,20986,.r.,.20986.
一定,一定,surely/certainly/necessarily/fixed/a certain (extent etc)/given/particular/must,2,yi1 ding4,yiding,20273,604.33,4.3069,5274,84.48,3.7221,d,19663,.d.b.,.19663.610.
件,件,"item/component/classifier for events, things, clothes etc",1,jian4,jian,19568,583.31,4.2915,5259,84.24,3.7209,q,19567,.q.g.,.19567.1.
進,进,to advance/to enter/to come in,1,jin4,jin,17634,525.66,4.2464,5243,83.98,3.7196,v,17634,.v.,.17634.
孩子,孩子,child,2,hai2 zi5,haizi,37243,1110.19,4.571,5216,83.55,3.7173,n,37243,.n.,.37243.
離開,离开,to depart/to leave,2,li2 kai1,likai,20359,606.89,4.3088,5216,83.55,3.7173,v,20359,.v.,.20359.
先生,先生,sir/mister/teacher/(title of respect),2,xian1 sheng5,xiansheng,46864,1396.99,4.6708,5211,83.47,3.7169,n,46864,.n.,.46864.
第一,第一,first/number one,2,di4 yi1,diyi,18192,542.29,4.2599,5202,83.33,3.7162,m,18192,.m.,.18192.
以為,以为,to believe/to think/to consider erroneously/to assume (wrongly),2,yi3 wei2,yiwei,16582,494.3,4.2196,5192,83.17,3.7153,v,16582,.v.,.16582.
先,先,early/prior/former/in advance/first,1,xian1,xian,16060,478.74,4.2057,5186,83.07,3.7148,d,16039,.d.g.,.16039.21.
所,所,"actually/place/classifier for houses, small buildings, institutions etc/that which/particle introducing a relative clause or passive",1,suo3,suo,19715,587.69,4.2948,5175,82.89,3.7139,u,17994,.u.q.n.,.17994.1210.511.
住,住,to live/to dwell/to stay/to reside/to stop,1,zhu4,zhu,19602,584.32,4.2923,5175,82.89,3.7139,v,19602,.v.,.19602.
認為,认为,to believe/to think/to consider/to feel,2,ren4 wei2,renwei,25294,754,4.403,5162,82.68,3.7128,v,25294,.v.,.25294.
吃,吃,to eat/to have one's meal/to eradicate/to destroy/to absorb/to suffer/to exhaust; stammer,1,chi1,chi,27913,832.07,4.4458,5155,82.57,3.7122,v,27913,.v.,.27913.
找到,找到,find (what one was searching for)/succeeded in finding,2,zhao3 dao4,zhaodao,22128,659.62,4.3449,5139,82.32,3.7109,v,22128,.v.,.22128.
非常,非常,unusual/extraordinary/extreme/very/exceptional,2,fei1 chang2,feichang,26976,804.14,4.431,5138,82.3,3.7108,d,26633,.d.b.,.26633.343.
之前,之前,before/prior to/ago,2,zhi1 qian2,zhiqian,15187,452.71,4.1815,5114,81.92,3.7088,f,15187,.f.,.15187.
感覺,感觉,to feel/to become aware of/feeling/sense/perception,2,gan3 jue2,ganjue,21315,635.39,4.3287,5104,81.76,3.7079,n,14785,.n.v.,.14785.6530.
抱歉,抱歉,sorry/We apologize!/to feel apologetic/to regret,2,bao4 qian4,baoqian,21563,642.78,4.3337,5096,81.63,3.7072,a,17400,.a.an.ad.,.17400.2871.1292.
而且,而且,not only ... but also/as well as/moreover/in addition/furthermore,2,er2 qie3,erqie,19404,578.42,4.2879,5071,81.23,3.7051,c,19404,.c.,.19404.
發現,发现,to find/to discover,2,fa1 xian4,faxian,19774,589.45,4.2961,5060,81.05,3.7042,v,19578,.v.vn.,.19578.196.
新,新,new/newly/abbr. for Xinjiang 新疆/meso- (chem.),1,xin1,xin,17291,515.43,4.2378,5059,81.03,3.7041,a,16836,.a.d.b.,.16836.452.3.
向,向,direction/orientation/to face/to turn toward/to/towards/shortly before/formerly/to side with/to be partial to/all along (previously)/surname Xiang,1,xiang4,xiang,17219,513.29,4.236,5057,81,3.7039,p,17189,.p.v.g.,.17189.29.1.
並,并,amalgamate/combine; and/also/together with; and/furthermore/(not) at all/simultaneously/also/together with/to combine/to join/to merge,1,bing1/bing4,bing,19394,578.12,4.2877,5049,80.87,3.7032,d,13669,.d.cc.,.13669.5725.
那樣,那样,that kind/that sort,2,na4 yang4,nayang,17495,521.51,4.2429,5035,80.65,3.702,r,17495,.r.,.17495.
也許,也许,perhaps/maybe,2,ye3 xu3,yexu,26083,777.52,4.4164,5032,80.6,3.7017,d,26083,.d.,.26083.
搞,搞,to do/to make/to go in for/to set up/to get hold of/to take care of,1,gao3,gao,18263,544.41,4.2616,4997,80.04,3.6987,v,18263,.v.,.18263.
不要,不要,don't!/must not,2,bu4 yao4,buyao,20679,616.43,4.3155,4984,79.83,3.6976,d,20679,.d.,.20679.
很多,很多,very many/very much/great (quantity),2,hen3 duo1,henduo,14874,443.38,4.1724,4980,79.77,3.6972,m,14874,.m.,.14874.
不錯,不错,correct/right/not bad/pretty good,2,bu4 cuo4,bucuo,18930,564.29,4.2772,4976,79.71,3.6969,a,18930,.a.,.18930.
掉,掉,"to fall/to drop/to lag behind/to lose/to go missing/to reduce/fall (in prices)/to lose (value, weight etc)/to wag/to swing/to turn/to change/to exchange/to swap/to show off",1,diao4,diao,16141,481.15,4.2079,4971,79.63,3.6964,v,16141,.v.,.16141.
必須,必须,to have to/must,2,bi4 xu1,bixu,19320,575.92,4.286,4958,79.42,3.6953,d,19320,.d.,.19320.
過來,过来,to come over/to manage/to handle/to be able to take care of/also pr. guo4lai5,2,guo4 lai2,guolai,16223,483.6,4.2101,4951,79.3,3.6947,v,16223,.v.,.16223.
種,种,"abbr. for 物种, genus/race/seed/breed/species/strain/kind/type/has guts (i.e. courage)/nerve/classifier for types: kind, sort/classifier for languages; to plant/to grow/to cultivate",1,chong2/zhong3/zhong4,zhong,15716,468.48,4.1963,4935,79.05,3.6933,q,15200,.q.v.g.,.15200.511.5.
一些,一些,some/a few/a little,2,yi1 xie1,yixie,17133,510.72,4.2338,4907,78.6,3.6908,mq,17133,.mq.,.17133.
這種,这种,this/this kind of/this sort of/this type of,2,zhe4 zhong3,zhezhong,14615,435.66,4.1648,4907,78.6,3.6908,r,14615,.r.,.14615.
最后,最后,final/last/finally/ultimate,2,zui4 hou4,zuihou,15200,453.1,4.1818,4902,78.52,3.6904,f,15200,.f.,.15200.
將,将,"(will, shall, ""future tense"")/ready/prepared/to get/to use; a general",1,jiang1/jiang4/qiang1,jiang,24946,743.62,4.397,4900,78.49,3.6902,d,19647,.d.p.g.,.19647.5293.6.
高興,高兴,happy/glad/willing (to do sth)/in a cheerful mood,2,gao1 xing4,gaoxing,16480,491.26,4.217,4897,78.44,3.6899,a,16478,.a.an.,.16478.2.
地,地,"-ly/structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct; earth/ground/field/place/land",1,de5/di4,di,18009,536.84,4.2555,4878,78.14,3.6882,u,14595,.u.n.,.14595.3414.
任何,任何,any/whatever/whichever/whatsoever,2,ren4 he2,renhe,14918,444.7,4.1737,4837,77.48,3.6846,r,14918,.r.,.14918.
以,以,to use/according to/so as to/in order to/by/with/because/abbr. for Israel,1,yi3,yi,13083,390,4.1167,4819,77.19,3.683,p,12838,.p.c.b.,.12838.209.36.
嘿,嘿,hey,1,hai1/hei1/mo4,hei,41175,1227.4,4.6146,4817,77.16,3.6828,e,41175,.e.,.41175.
擔心,担心,anxious/worried/uneasy/to worry/to be anxious,2,dan1 xin1,danxin,13238,394.62,4.1218,4815,77.13,3.6826,v,12973,.v.vn.,.12973.265.
成,成,finish/complete/accomplish/become/turn into/win/succeed/one tenth/surname Cheng,1,cheng2,cheng,12539,373.78,4.0983,4797,76.84,3.681,v,12328,.v.q.,.12328.211.
對不起,对不起,I'm sorry/pardon me/forgive me,3,dui4 bu5 qi3,duibuqi,20548,612.52,4.3128,4797,76.84,3.681,v,20548,.v.,.20548.
過去,过去,(in the) past/former/previous/to go over/to pass by,2,guo4 qu5,guoqu,13485,401.98,4.1299,4787,76.68,3.6801,v,7217,.v.t.,.7217.6268.
算,算,regard as/to figure/to calculate/to compute,1,suan4,suan,13337,397.57,4.1251,4769,76.39,3.6784,v,13335,.v.d.,.13335.2.
三,三,three/3,1,san1,san,16916,504.26,4.2283,4765,76.33,3.6781,m,16777,.m.t.,.16777.139.
夠,够,to reach/to be enough,1,gou4,gou,12404,369.76,4.0936,4753,76.13,3.677,v,12045,.v.d.,.12045.359.
生活,生活,life/activity/to live,2,sheng1 huo2,shenghuo,15918,474.51,4.2019,4749,76.07,3.6766,vn,13679,.vn.v.,.13679.2239.
手,手,hand/(formal) to hold/person engaged in certain types of work/person skilled in certain types of work/personal(ly)/convenient,1,shou3,shou,15010,447.44,4.1764,4720,75.6,3.6739,n,14984,.n.q.,.14984.26.
之,之,"(possessive particle, literary equivalent of 的)/him/her/it",1,zhi1,zhi,15804,471.11,4.1988,4715,75.52,3.6735,u,15316,.u.r.g.,.15316.487.1.
記得,记得,to remember,2,ji4 de5,jide,13898,414.29,4.143,4713,75.49,3.6733,v,13898,.v.,.13898.
下來,下来,"to come down/(after verb of motion, indicates motion down and towards us, also fig.)/(indicates continuation from the past towards us)/to be harvested (of crops)/to be over (of a period of time)/to go among the masses (said of leaders)",2,xia4 lai5,xialai,12748,380.01,4.1054,4708,75.41,3.6728,v,12748,.v.,.12748.
坐,坐,"to sit/to take a seat/to take (a bus, airplane etc)",1,zuo4,zuo,14204,423.41,4.1524,4706,75.38,3.6727,v,14204,.v.,.14204.
不過,不过,only/merely/no more than/but/however/anyway (to get back to a previous topic),2,bu4 guo4,buguo,23333,695.54,4.368,4705,75.36,3.6726,c,21392,.c.d.u.,.21392.1119.822.
等等,等等,etcetera/and so on ../wait a minute!/hold on!,2,deng3 deng3,dengdeng,15921,474.59,4.202,4700,75.28,3.6721,v,10676,.v.u.,.10676.5245.
其他,其他,other/the others/else/other than (that person)/in addition to the person mentioned above,2,qi2 ta1,qita,14163,422.19,4.1512,4666,74.74,3.6689,r,14163,.r.,.14163.
繼續,继续,to continue/to proceed with/to go on with,2,ji4 xu4,jixu,13221,394.11,4.1213,4645,74.4,3.667,v,13221,.v.,.13221.
那裡,那里,there/that place,2,na4 li5,nali,16783,500.29,4.2249,4636,74.26,3.6661,r,16783,.r.,.16783.
以前,以前,before/formerly/previous/ago,2,yi3 qian2,yiqian,12391,369.37,4.0931,4628,74.13,3.6654,f,12391,.f.,.12391.
或者,或者,or/possibly/maybe/perhaps,2,huo4 zhe3,huozhe,13597,405.32,4.1334,4625,74.08,3.6651,c,13579,.c.d.,.13579.18.
送,送,to deliver/to carry/to give (as a present)/to present (with)/to see off/to send,1,song4,song,13212,393.84,4.121,4622,74.03,3.6648,v,13212,.v.,.13212.
弄,弄,lane/alley; to do/to manage/to handle/to play with/to fool with/to mess with/to fix/to toy with,1,long4/nong4,nong,13574,404.63,4.1327,4604,73.75,3.6631,v,13574,.v.,.13574.
錢,钱,coin/money/surname Qian,1,qian2,qian,29221,871.06,4.4657,4602,73.71,3.6629,n,29217,.n.nr.,.29217.4.
完,完,to finish/to be over/whole/complete/entire,1,wan2,wan,11162,332.73,4.0477,4599,73.67,3.6627,v,11162,.v.,.11162.
卻,却,but/yet/however/while/to go back/to decline/to retreat/nevertheless,1,que4,que,13346,397.84,4.1254,4587,73.47,3.6615,d,13346,.d.,.13346.
名字,名字,name (of a person or thing),2,ming2 zi5,mingzi,14335,427.32,4.1564,4581,73.38,3.661,n,14335,.n.,.14335.
大家,大家,authority/everyone,2,da4 jia1,dajia,17458,520.41,4.242,4580,73.36,3.6609,r,17410,.r.n.,.17410.48.
早,早,early/morning,1,zao3,zao,12185,363.23,4.0858,4580,73.36,3.6609,ad,5753,.ad.a.tg.,.5753.4383.2049.
長,长,length/long/forever/always/constantly; chief/head/elder/to grow/to develop,1,chang2/zhang3,chang,12173,362.87,4.0854,4563,73.09,3.6593,a,9546,.a.v.ad.g.,.9546.2271.308.48.
認識,认识,to know/to recognize/to be familiar with/acquainted with sth/knowledge/understanding/awareness/cognition,2,ren4 shi5,renshi,14304,426.39,4.1555,4544,72.79,3.6574,v,12814,.v.n.vn.,.12814.1485.5.
老,老,prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity/old (of people)/venerable (person)/experienced/of long standing/always/all the time/of the past/very/outdated/(of meat etc) tough,1,lao3,lao,16451,490.39,4.2162,4530,72.56,3.6561,a,15745,.a.d.g.,.15745.687.19.
重要,重要,important/significant/major,2,zhong4 yao4,zhongyao,11677,348.08,4.0673,4515,72.32,3.6547,a,11677,.a.,.11677.
完全,完全,complete/whole/totally/entirely,2,wan2 quan2,wanquan,12068,359.74,4.0816,4491,71.94,3.6523,ad,11059,.ad.a.,.11059.1009.
別人,别人,other people/others/other person,2,bie2 ren2,bieren,11613,346.18,4.0649,4473,71.65,3.6506,r,11613,.r.,.11613.
車,车,car/vehicle/CL:?|辆[liang4]/machine/to shape with a lathe/surname Che; vehicle on land,1,che1/ju1,che,23974,714.65,4.3797,4469,71.58,3.6502,n,23909,.n.q.,.23909.65.
位,位,position/location/classifier for people/place/seat/classifier for binary bits (e.g. 十六位 16-bit or 2 bytes),1,wei4,wei,16368,487.92,4.214,4463,71.49,3.6496,q,16326,.q.g.,.16326.42.
剛,刚,hard/firm/strong/just/barely/exactly,1,gang1,gang,10888,324.56,4.0369,4456,71.38,3.6489,d,10818,.d.g.,.10818.70.
嗯,嗯,"(a groaning sound); (nonverbal grunt as interjection)/OK, yeah/what?; interjection indicating approval, appreciation or agreement",1,n2/n3/n4/ng2/ng3/ng4,en,34639,1032.57,4.5396,4451,71.3,3.6485,e,34639,.e.,.34639.
電話,电话,telephone/phone call,2,dian4 hua4,dianhua,18374,547.72,4.2642,4444,71.18,3.6478,n,18374,.n.,.18374.
難,难,difficult (to...)/problem/difficulty/difficult/not good; disaster/distress/to scold,1,nan2/nan4,nan,10254,305.67,4.0109,4393,70.37,3.6428,ad,5369,.ad.a.v.g.,.5369.4873.8.4.
隻要,只要,if only/so long as,2,zhi3 yao4,zhiyao,10236,305.13,4.0101,4393,70.37,3.6428,c,10236,.c.,.10236.
這兒,这儿,here,2,zhe4 r5,zheer,24824,739.99,4.3949,4386,70.25,3.6421,r,24824,.r.,.24824.
頭,头,head/hair style/the top/end/beginning or end/a stub/remnant/chief/boss/side/aspect/first/leading/classifier for pigs or livestock; suff. for nouns,1,tou2,tou,11582,345.25,4.0638,4379,70.14,3.6414,n,8664,.n.q.m.k.,.8664.2035.879.4.
機會,机会,opportunity/chance/occasion,2,ji1 hui4,jihui,11571,344.92,4.0634,4370,70,3.6405,n,11571,.n.,.11571.
買,买,buy,1,mai3,mai,15766,469.97,4.1977,4369,69.98,3.6404,v,15766,.v.,.15766.
穿,穿,to bore through/pierce/perforate/penetrate/pass through/to dress/to wear/to put on/to thread,1,chuan1,chuan,13586,404.99,4.1331,4351,69.69,3.6386,v,13586,.v.,.13586.
出去,出去,to go out,2,chu1 qu4,chuqu,11524,343.52,4.0616,4347,69.63,3.6382,v,11524,.v.,.11524.
棒,棒,a stick/club or cudgel/smart/capable/strong,1,bang4,bang,18253,544.11,4.2613,4325,69.28,3.636,a,16041,.a.g.q.,.16041.2031.181.
條,条,"strip/item/article/clause (of law or treaty)/classifier for long thin things (ribbon, river, road, trousers etc)",1,tiao2,tiao,12508,372.86,4.0972,4324,69.26,3.6359,q,12508,.q.,.12508.
得到,得到,to get/to obtain/to receive,2,de2 dao4,dedao,11188,333.51,4.0488,4323,69.25,3.6358,v,11188,.v.,.11188.
